,AMT,AMT,AMT,AMT,AMT,CCI,CCI,CCI,CCI,CCI,EQIX,EQIX,EQIX,EQIX,EQIX,PLD,PLD,PLD,PLD,PLD,PSA,PSA,PSA,PSA,PSA
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-16 00:00:00-05:00,244.76,245.59,238.85,239.1,2462108.0,169.27,169.42,164.5,165.5,3740785.0,762.57,764.48,736.2,755.09,306537.0,104.46,104.68,100.85,101.785,1878176.0,236.82,236.82,228.75,233.78,819240.0
2020-11-17 00:00:00-05:00,239.0,240.87,238.305,239.18,2248279.0,165.1,166.89,164.5,166.29,3399903.0,750.61,755.0,743.82,751.18,426098.0,102.63,104.372,101.33,104.21,3236987.0,232.73,236.665,230.84,234.55,998760.0
2020-11-18 00:00:00-05:00,238.31,242.31,237.21,237.71,2769019.0,166.29,172.13,165.95,170.65,5643167.0,747.89,758.1,733.37,734.32,459225.0,104.18,104.645,101.37,101.38,2940870.0,234.02,236.66,229.79,229.96,1554417.0
2020-11-19 00:00:00-05:00,237.09,238.88,233.37,238.43,2837272.0,170.33,170.34,167.17,168.09,3296095.0,737.73,737.73,727.75,729.78,394484.0,101.02,101.6,99.705,99.98,3718796.0,229.75,230.63,227.19,228.8,1058956.0
2020-11-20 00:00:00-05:00,238.19,238.43,232.5,232.66,3427229.0,168.11,168.84,166.25,166.88,2781948.0,732.97,742.32,725.55,728.12,460096.0,100.05,100.82,98.62,100.31,3673921.0,229.01,229.18,223.07,223.55,1470068.0
2020-11-23 00:00:00-05:00,233.56,233.61,228.62,228.91,5009805.0,167.5,167.89,165.09,166.37,3436411.0,727.2,733.0,709.38,710.8,461665.0,99.96,100.875,99.49,99.56,3592680.0,224.38,226.703,218.31,219.13,1282472.0
2020-11-24 00:00:00-05:00,231.04,231.845,227.39,228.04,4130634.0,167.8,168.265,164.01,164.23,3390545.0,714.95,715.85,690.06,692.09,1085821.0,100.38,100.73,98.53,98.81,4225567.0,219.71,222.72,217.23,222.07,1673810.0
2020-11-25 00:00:00-05:00,229.29,233.37,228.65,233.0,4027537.0,164.58,166.5,163.51,164.97,2557797.0,698.99,705.345,686.765,692.9,679948.0,99.24,99.5318,98.5,99.06,3025925.0,222.86,224.5617,221.82,223.3,851044.0
2020-11-27 00:00:00-05:00,233.96,234.08,230.58,234.08,1365822.0,165.31,167.12,164.73,167.12,1467896.0,701.04,705.695,691.625,700.51,335135.0,99.45,100.84,98.8,100.74,2120610.0,223.37,223.37,219.25,220.03,445232.0
2020-11-30 00:00:00-05:00,234.0,234.14,228.75,231.21,1902154.0,167.0,167.75,164.01,167.57,1468612.0,701.6,706.73,695.44,696.9,593057.0,100.47,101.01,99.09,100.06,1791657.0,220.07,225.6,219.81,224.46,593516.0
2020-12-01 00:00:00-05:00,232.0,236.39,231.72,235.7,2121727.0,168.0,170.9,167.75,170.8,2467618.0,706.59,714.86,700.03,712.58,653326.0,100.84,101.91,100.14,100.24,2862061.0,224.88,225.935,222.21,225.2,450343.0
2020-12-02 00:00:00-05:00,234.79,235.83,228.59,228.88,2197976.0,170.04,170.56,166.32,166.84,1232236.0,710.0,712.93,688.14,690.59,476200.0,99.82,100.15,97.46,97.52,2287667.0,224.36,228.57,223.33,224.52,454007.0
2020-12-03 00:00:00-05:00,229.52,230.76,225.79,226.22,3097630.0,166.2,168.5799,166.2,167.38,1557121.0,701.73,701.73,689.775,693.24,531139.0,97.26,97.96,96.59,97.05,3062010.0,224.44,226.615,223.7,226.03,320277.0
2020-12-04 00:00:00-05:00,226.75,228.9,224.44,228.48,3012747.0,167.92,167.9483,163.03,163.5,2260717.0,692.9,712.96,690.49,709.06,461042.0,97.61,98.75,97.25,98.66,2468131.0,225.89,227.31,223.075,224.53,352572.0
2020-12-07 00:00:00-05:00,227.66,228.79,223.35,224.31,2012959.0,162.83,165.0,161.35,162.45,1696622.0,714.96,717.76,694.38,697.09,448388.0,98.05,98.79,97.31,97.56,1668324.0,224.0,226.53,223.97,224.69,407529.0
2020-12-08 00:00:00-05:00,223.27,224.772,222.18,223.49,2034137.0,162.8,163.75,161.02,161.33,1839080.0,705.0,706.41,692.125,694.95,332975.0,97.72,98.205,96.48,96.91,1801116.0,224.78,224.99,221.77,221.86,409314.0
2020-12-09 00:00:00-05:00,222.72,223.04,216.22,219.59,2910770.0,160.54,160.935,156.88,158.38,2718759.0,702.91,703.89,675.84,678.4,459906.0,97.22,97.29,95.16,96.43,2145288.0,222.04,223.54,217.54,219.63,547777.0
2020-12-10 00:00:00-05:00,220.21,221.93,218.48,219.31,1951874.0,158.38,159.55,156.5,157.17,1848799.0,676.03,689.25,676.03,686.43,338306.0,96.37,97.88,96.04,97.2,2773506.0,219.09,221.0,216.1975,216.64,763217.0
2020-12-11 00:00:00-05:00,218.0,220.17,215.41,219.82,2569995.0,158.44,158.9,156.14,157.68,2377982.0,685.46,689.695,671.9,688.87,349559.0,96.76,97.51,95.69,97.39,2381585.0,216.55,220.93,216.55,220.06,1357780.0
2020-12-14 00:00:00-05:00,220.97,222.43,216.4,216.8,1789481.0,157.91,158.9,154.92,155.19,2286989.0,688.98,699.75,687.0024,690.03,285114.0,97.9,99.26,96.62,96.88,1666798.0,226.0,229.74,222.46,223.75,1742789.0
2020-12-15 00:00:00-05:00,217.08,218.36,215.554,217.25,1761724.0,155.3,156.01,154.35,155.41,2682232.0,696.52,698.29,687.45,694.8,301002.0,97.55,99.56,96.84,99.54,2110689.0,224.26,225.18,219.55,225.17,1134758.0
2020-12-16 00:00:00-05:00,218.28,219.8,215.68,219.62,2016855.0,155.88,157.25,153.52,154.1,3721776.0,699.49,702.52,686.93,689.64,288327.0,99.38,100.625,99.05,99.89,1590362.0,225.16,228.0,224.35,225.96,494645.0
2020-12-17 00:00:00-05:00,221.1,223.6,220.13,222.64,1977828.0,156.28,157.5299,155.02,155.75,4145372.0,696.37,717.73,695.82,712.45,383351.0,100.13,100.685,99.52,100.62,2371258.0,227.8,233.26,227.08,232.56,762814.0
2020-12-18 00:00:00-05:00,222.18,223.23,219.84,221.41,2596852.0,154.82,155.8,152.0866,153.89,3860743.0,713.8,713.8,704.13,710.66,405415.0,100.47,100.76,97.065,98.07,3315526.0,232.72,232.935,227.71,228.93,795475.0
2020-12-21 00:00:00-05:00,218.36,220.5,217.135,219.7,1594343.0,152.45,153.6,151.21,153.18,1701027.0,701.33,706.39,697.08,703.945,357100.0,96.31,97.6,95.99,97.25,1651552.0,227.58,230.195,226.11,228.68,552356.0
2020-12-22 00:00:00-05:00,219.29,220.85,218.27,220.49,1199374.0,152.71,154.295,152.0,153.49,1583886.0,700.0,714.09,698.0757,713.49,275618.0,97.9,98.08,97.0131,97.69,1241314.0,228.97,232.35,228.17,232.34,542544.0
2020-12-23 00:00:00-05:00,221.27,223.6,217.38,217.57,1266677.0,154.21,155.38,152.41,152.52,1625279.0,714.9197,719.24,703.08,703.08,227504.0,98.0,98.92,96.16,96.19,1525518.0,231.53,232.75,226.77,227.01,464579.0
2020-12-24 00:00:00-05:00,216.44,219.39,216.19,218.64,581627.0,152.88,154.29,152.58,154.0,443508.0,707.94,711.43,702.605,706.32,72137.0,96.66,97.51,96.34,97.28,594852.0,227.44,228.98,227.07,228.75,124100.0
2020-12-28 00:00:00-05:00,218.87,221.45,217.43,221.04,1078952.0,154.34,156.32,153.43,156.25,1475561.0,707.85,710.75,703.32,709.1,157554.0,97.89,98.49,97.28,98.23,1031494.0,229.78,230.6,227.22,229.14,346272.0
2020-12-29 00:00:00-05:00,222.21,223.42,220.42,220.48,1028791.0,157.0,157.98,155.18,155.9,1609020.0,715.0,716.23,705.5,708.79,177759.0,99.04,99.38,97.68,97.78,1302838.0,230.09,231.255,226.42,227.8,471084.0
2020-12-30 00:00:00-05:00,220.51,221.53,219.35,220.52,1144758.0,155.99,157.19,155.69,156.4,1046994.0,711.58,715.67,698.26,700.39,268457.0,97.98,99.33,97.9,98.78,1246193.0,227.36,230.885,227.36,228.94,390075.0
2020-12-31 00:00:00-05:00,219.76,224.665,219.6,224.3,1297773.0,155.8,159.36,155.2,159.14,1141580.0,701.48,714.925,697.28,713.86,204614.0,98.66,99.8,98.0601,99.65,991230.0,229.21,231.08,226.52,230.82,356276.0
2021-01-04 00:00:00-05:00,226.07,226.21,219.27,219.73,2110090.0,158.35,159.06,154.37,155.0,1647451.0,718.34,719.24,691.63,692.47,368697.0,99.55,99.89,95.99,96.04,2739530.0,230.32,231.965,219.95,220.27,700760.0
2021-01-05 00:00:00-05:00,220.12,222.6,219.09,220.82,1748381.0,155.21,157.04,154.9046,155.66,1655025.0,698.0,698.86,690.23,691.54,315816.0,96.15,97.24,95.91,96.29,2182038.0,219.33,221.61,216.15,217.38,744023.0
2021-01-06 00:00:00-05:00,219.5,219.68,214.56,214.9,2522377.0,154.61,154.657,151.34,151.43,2133427.0,685.0,686.5325,663.85,668.48,444266.0,96.09,96.36,93.39,93.91,3887295.0,216.35,217.9,212.22,213.86,1179014.0
2021-01-07 00:00:00-05:00,215.27,219.51,214.683,217.5,2164546.0,151.05,153.255,150.76,152.52,1903553.0,673.22,684.25,670.32,678.97,520516.0,93.91,95.36,93.71,95.3,1892988.0,214.11,218.52,213.05,217.46,792645.0
2021-01-08 00:00:00-05:00,218.24,223.82,218.11,222.2,1673726.0,153.82,155.13,153.35,154.02,1645228.0,686.31,698.65,683.76,691.77,493801.0,95.27,97.595,95.145,96.61,1308235.0,218.49,223.63,218.49,222.62,663999.0
2021-01-11 00:00:00-05:00,221.26,221.97,214.19,214.98,2116996.0,153.76,154.74,151.96,153.15,1433825.0,696.99,699.95,680.8,682.38,372091.0,95.97,96.48,94.135,94.67,1729670.0,221.94,222.71,217.87,221.25,564753.0
2021-01-12 00:00:00-05:00,214.62,215.78,210.661,214.87,4591894.0,152.41,152.99,149.1372,150.45,3856560.0,681.33,681.76,660.72,676.53,366455.0,94.51,94.9709,93.08,94.7,3779210.0,220.17,222.87,219.025,222.26,1081379.0
2021-01-13 00:00:00-05:00,214.29,217.17,213.9,216.45,4090636.0,150.41,152.9494,150.35,152.68,2551713.0,681.45,691.58,678.77,690.82,352942.0,94.98,96.44,94.98,95.41,4292696.0,222.25,225.63,222.25,224.88,1294538.0
2021-01-14 00:00:00-05:00,217.0,217.24,214.41,215.01,2663353.0,154.09,156.12,152.42,154.77,2748771.0,689.05,692.88,684.95,689.67,394446.0,95.88,96.125,94.455,95.52,2215432.0,224.77,224.77,220.84,221.25,651134.0
2021-01-15 00:00:00-05:00,214.99,220.455,214.22,219.94,2310308.0,154.78,157.96,154.026,157.29,2205449.0,690.94,709.861,690.725,707.76,428317.0,95.27,97.73,95.25,97.67,2410523.0,221.29,225.38,220.095,224.41,859415.0
2021-01-19 00:00:00-05:00,220.86,221.52,215.9638,216.88,2098807.0,158.87,160.0,157.02,159.39,2410199.0,716.83,722.99,711.6436,716.32,451442.0,98.4,98.59,96.95,98.01,1943800.0,225.83,225.83,219.13,220.47,630351.0
2021-01-20 00:00:00-05:00,217.75,223.6,216.08,222.73,1959702.0,159.56,161.46,158.27,159.05,1348932.0,718.23,734.53,715.0,727.74,306600.0,97.73,101.21,97.11,100.33,2508359.0,219.54,226.0,218.58,224.82,657242.0
2021-01-21 00:00:00-05:00,220.95,223.155,218.36,222.25,1554145.0,158.15,159.79,157.11,159.37,1219287.0,727.22,729.075,716.76,719.85,247180.0,100.1,100.53,98.98,100.43,1662075.0,223.21,225.14,221.41,221.92,805123.0
2021-01-22 00:00:00-05:00,222.1,225.0,221.86,223.94,1815609.0,158.9,159.67,157.96,158.91,1064128.0,720.18,728.93,720.18,720.49,371314.0,100.09,101.77,100.01,101.2,2142198.0,222.85,223.85,221.58,222.71,852091.0
2021-01-25 00:00:00-05:00,224.0,228.7325,222.13,227.4,1910936.0,160.05,162.31,159.51,160.89,1534976.0,728.46,728.8583,719.35,723.92,259268.0,101.39,103.885,101.135,103.0,2539859.0,223.44,226.5,221.94,225.81,708992.0
2021-01-26 00:00:00-05:00,227.84,232.9875,224.31,232.29,2672793.0,160.56,164.3,159.6201,163.45,1737548.0,721.28,736.0,719.55,735.31,278658.0,103.03,106.95,103.0,105.95,3796567.0,225.86,228.69,225.33,227.84,729449.0
2021-01-27 00:00:00-05:00,234.14,234.14,227.62,229.1,2257588.0,162.77,163.0,159.11,160.09,1658109.0,737.32,737.32,730.0001,731.71,437058.0,105.72,106.89,101.81,103.28,2503919.0,227.33,228.98,224.89,227.81,705019.0
2021-01-28 00:00:00-05:00,227.71,232.96,226.61,228.3,2178887.0,157.45,160.915,156.87,158.13,2017639.0,729.0,747.425,724.1101,738.23,311921.0,103.02,104.81,101.66,103.4,1672585.0,228.07,230.15,225.45,227.44,640873.0
2021-01-29 00:00:00-05:00,226.87,228.78,225.08,227.35,2272287.0,156.13,159.9,155.11,159.26,2078711.0,733.47,745.495,726.355,740.4,324549.0,102.2,104.688,100.82,103.19,2172860.0,226.66,230.09,224.815,227.62,493818.0
2021-02-01 00:00:00-05:00,229.17,235.68,225.95,235.57,1756525.0,160.0,164.54,158.04,164.27,1558440.0,737.96,759.555,731.5,756.72,256026.0,104.01,106.03,102.25,105.91,2207882.0,229.13,232.77,226.29,232.69,611140.0
2021-02-02 00:00:00-05:00,236.08,237.98,234.58,236.15,1743037.0,165.08,167.11,164.25,165.58,1292288.0,760.09,770.35,758.28,769.26,363396.0,106.61,107.44,105.4,106.83,1576933.0,231.85,232.655,229.83,230.3,796395.0
2021-02-03 00:00:00-05:00,234.75,235.53,230.77,232.3,1849692.0,164.56,165.0,161.36,163.17,1706645.0,764.1,766.0,745.885,754.57,238153.0,106.88,107.0,104.615,106.0,1494393.0,229.14,232.79,226.8024,231.24,550750.0
2021-02-04 00:00:00-05:00,232.13,235.235,231.28,232.2,1489289.0,162.63,164.65,161.23,163.18,1542679.0,760.02,760.02,742.01,746.66,311341.0,106.64,107.37,106.04,106.37,1501131.0,232.14,235.98,230.3,230.89,993129.0
2021-02-05 00:00:00-05:00,232.64,234.97,231.63,232.95,1387724.0,163.5,163.58,161.92,162.26,1692628.0,749.12,756.29,740.95,754.37,257639.0,106.29,107.2,105.85,106.65,1062352.0,231.51,231.51,228.75,229.27,630171.0
2021-02-08 00:00:00-05:00,233.02,233.37,228.8,232.9,1440750.0,161.98,162.035,157.2,160.9,2158596.0,751.02,754.55,739.155,747.18,263636.0,106.75,107.12,105.91,107.08,937957.0,228.73,232.71,227.56,232.58,395192.0
2021-02-09 00:00:00-05:00,231.25,234.74,231.06,231.67,981740.0,161.43,164.37,161.11,164.08,2807237.0,751.43,755.26,742.59,749.45,233903.0,106.92,107.43,106.05,107.42,966447.0,233.69,236.74,232.95,236.37,573058.0
2021-02-10 00:00:00-05:00,232.42,234.17,230.47,231.66,1189174.0,164.81,165.48,162.88,163.08,1194023.0,756.94,758.52,748.23,751.52,371296.0,108.38,109.09,107.29,107.53,1264521.0,237.64,237.69,231.35,234.14,551508.0
2021-02-11 00:00:00-05:00,230.79,231.6,227.09,227.84,1230310.0,161.9,163.71,160.85,162.0,2153654.0,749.25,758.62,711.1,717.25,711313.0,107.62,108.54,106.99,107.74,947739.0,232.94,234.145,231.61,233.04,489177.0
2021-02-12 00:00:00-05:00,227.82,228.54,223.5531,227.26,1457310.0,162.35,164.7,161.51,164.45,1982552.0,711.23,724.17,700.0221,709.0,594687.0,107.21,107.77,106.75,107.68,1120044.0,232.48,232.95,229.5,231.86,392506.0
2021-02-16 00:00:00-05:00,227.59,227.59,223.21,225.05,1323567.0,164.32,164.89,160.67,161.92,2392478.0,723.64,724.0,684.47,687.61,500040.0,108.04,108.29,105.1,106.54,1670902.0,231.6,231.8,226.54,230.07,376196.0
2021-02-17 00:00:00-05:00,223.51,226.73,223.05,226.3,1125980.0,161.11,163.38,161.0,163.05,1323820.0,686.23,700.32,684.65,694.41,447624.0,106.77,106.96,104.9,105.83,1521796.0,229.95,234.54,229.63,234.07,747533.0
2021-02-18 00:00:00-05:00,225.57,228.515,225.24,228.26,951810.0,162.94,165.31,162.5,164.92,1547049.0,692.92,692.92,682.62,686.11,887350.0,105.82,106.0089,104.92,105.78,1423582.0,233.38,236.09,233.38,234.94,526888.0
2021-02-19 00:00:00-05:00,228.61,229.82,226.225,226.38,1675582.0,165.44,166.39,164.77,165.71,3010769.0,694.73,700.375,674.255,680.21,610111.0,106.28,106.58,105.18,105.26,1477601.0,235.65,236.87,233.76,234.63,526848.0
2021-02-22 00:00:00-05:00,226.69,227.25,222.19,225.08,1240118.0,165.01,166.29,163.22,165.41,2890593.0,677.69,677.69,662.15,667.3,712406.0,104.5,105.1,103.5,104.77,1415530.0,234.59,238.39,233.25,237.77,545596.0
2021-02-23 00:00:00-05:00,226.33,228.08,221.65,223.17,1599169.0,166.3,166.3,161.64,161.64,2341792.0,663.07,667.29,654.21,658.97,815832.0,105.61,105.87,104.04,104.54,1828934.0,239.51,246.21,239.51,242.34,683744.0
2021-02-24 00:00:00-05:00,223.17,226.45,222.4,224.8,1473065.0,161.0,162.11,160.27,161.19,1378123.0,658.79,660.7625,637.53,638.9,937772.0,104.49,104.52,102.95,103.23,2347033.0,241.81,244.985,241.2,242.42,489381.0
2021-02-25 00:00:00-05:00,223.6,227.89,221.4139,224.75,2715713.0,161.02,162.7,157.89,159.56,2157525.0,637.0,644.41,624.03,638.71,1312599.0,103.09,103.45,100.76,101.36,3250492.0,243.26,246.52,240.26,243.29,674143.0
2021-02-26 00:00:00-05:00,224.66,225.46,216.02,216.03,2428636.0,160.0,160.495,155.63,155.64,2386626.0,643.83,660.25,640.0,647.78,725719.0,101.92,102.12,99.01,99.08,4216424.0,243.73,244.83,233.85,233.99,738824.0
2021-03-01 00:00:00-05:00,218.56,219.43,213.52,213.78,2344333.0,156.34,157.9758,153.61,153.73,1836126.0,649.32,658.6923,641.995,648.26,598916.0,100.11,101.1,99.31,99.46,2259423.0,236.0,238.86,231.8,231.82,617853.0
2021-03-02 00:00:00-05:00,214.53,214.87,208.76,208.85,2297751.0,153.82,154.5,151.77,153.16,1632356.0,646.64,649.335,629.42,640.0,564283.0,99.54,99.92,97.5698,99.1,3211360.0,231.26,236.03,230.23,234.28,669442.0
2021-03-03 00:00:00-05:00,208.81,209.03,202.91,202.99,2724572.0,153.37,153.44,148.5,148.55,2168146.0,630.74,638.17,609.26,611.27,506403.0,98.5,99.01,95.93,96.14,2490129.0,232.98,233.98,230.72,230.75,715185.0
2021-03-04 00:00:00-05:00,203.66,206.42,200.51,201.33,2744764.0,148.96,152.83,148.55,149.23,2370810.0,615.77,627.18,602.24,603.56,849761.0,96.42,97.95,95.06,95.63,2480848.0,231.54,234.44,229.14,231.22,703339.0
2021-03-05 00:00:00-05:00,202.83,204.0655,198.02,199.96,3101987.0,149.94,151.01,146.145,150.14,3467003.0,606.35,616.48,586.73,610.5,774464.0,95.99,97.81,94.14,97.34,2642679.0,231.8,235.53,229.5,235.05,510365.0
2021-03-08 00:00:00-05:00,200.29,204.72,197.5,198.69,2712830.0,150.1,150.89,146.43,146.61,3096852.0,605.05,615.68,594.03,594.75,842372.0,97.34,98.0,95.92,95.95,3103643.0,236.23,240.82,234.53,238.65,420547.0
2021-03-09 00:00:00-05:00,199.98,204.66,199.78,202.69,2709768.0,148.39,151.76,148.2,151.04,2084674.0,611.9,629.81,606.9,622.37,664998.0,97.22,99.71,97.22,98.29,2050968.0,238.67,242.3099,238.01,239.95,437625.0
2021-03-10 00:00:00-05:00,202.7,205.68,201.35,204.5,2641183.0,151.44,152.64,150.0,151.92,1515495.0,634.61,645.62,626.02,638.7,817875.0,98.64,99.05,97.61,97.71,1970564.0,240.66,240.66,237.195,239.83,445060.0
2021-03-11 00:00:00-05:00,206.41,215.6098,205.66,213.89,3352381.0,152.5,156.629,152.22,155.76,2211356.0,640.98,661.19,640.98,655.01,640533.0,97.92,100.31,97.72,99.57,1714948.0,238.91,241.8,238.46,238.54,393024.0
2021-03-12 00:00:00-05:00,213.9,217.5,212.28,215.2,1973477.0,153.83,158.86,152.96,158.69,2126152.0,644.49,669.4,642.82,668.7,541294.0,99.05,101.29,98.62,101.28,1890000.0,238.42,243.16,238.42,243.05,419941.0
2021-03-15 00:00:00-04:00,215.7,218.79,214.56,218.49,1670328.0,158.24,162.02,157.75,161.56,2006446.0,662.25,675.51,662.25,669.54,440815.0,101.24,103.005,100.42,102.77,2145752.0,242.32,243.58,239.64,242.75,485360.0
2021-03-16 00:00:00-04:00,219.73,223.81,218.4957,222.84,1689899.0,161.99,165.62,161.16,165.19,1986700.0,673.37,682.08,669.07,671.34,208824.0,103.35,104.69,102.395,104.23,2438008.0,243.07,245.9,241.66,245.2,391278.0
2021-03-17 00:00:00-04:00,221.27,223.4833,220.47,223.06,1738275.0,164.79,166.0,163.26,165.05,1702445.0,666.38,668.41,653.34,656.25,311481.0,103.42,103.42,100.71,102.07,2872825.0,245.11,245.11,239.83,241.86,585529.0
2021-03-18 00:00:00-04:00,220.8,223.78,219.09,222.45,2184645.0,163.9,165.71,162.1,165.19,1336871.0,648.7,653.39,639.165,647.01,489932.0,100.55,102.36,99.665,102.13,2616371.0,240.42,242.31,238.39,241.9,457232.0
2021-03-19 00:00:00-04:00,222.85,225.05,221.36,221.86,3571945.0,165.45,168.34,164.49,165.63,3071327.0,650.08,662.87,646.81,652.73,397546.0,102.28,102.91,100.36,100.39,3181410.0,242.57,243.0,233.46,233.46,836718.0
2021-03-22 00:00:00-04:00,221.86,227.69,221.33,225.84,1484497.0,165.62,169.8,165.61,167.89,2035168.0,649.73,669.63,649.73,666.88,314768.0,100.65,103.7,100.04,103.6,2270294.0,233.46,237.71,233.0,236.7,441802.0
2021-03-23 00:00:00-04:00,226.59,231.38,225.58,229.86,1448958.0,167.47,170.16,166.68,168.65,1801650.0,675.0,683.84,660.6,675.78,358463.0,103.52,105.58,103.15,105.19,2903499.0,237.42,243.29,236.72,242.89,556690.0
2021-03-24 00:00:00-04:00,227.21,229.26,223.91,227.1,2087206.0,168.08,169.0,165.57,167.68,1206972.0,670.0,675.75,658.13,662.34,299013.0,104.44,105.27,103.54,103.86,1999638.0,241.6,242.8,240.17,241.15,470185.0
2021-03-25 00:00:00-04:00,227.15,228.47,226.035,227.37,1571892.0,167.58,168.2,166.4,167.57,1192259.0,667.49,670.21,655.37,667.49,314182.0,103.55,104.65,102.415,104.52,1319223.0,242.39,242.5,237.515,241.32,481606.0
2021-03-26 00:00:00-04:00,230.87,239.07,229.06,238.81,2179980.0,169.29,173.49,167.825,173.23,1487601.0,671.0,684.05,660.475,683.83,313016.0,105.0,106.96,104.08,106.78,1790925.0,241.97,244.83,239.83,244.7,446516.0
2021-03-29 00:00:00-04:00,237.55,242.82,236.4801,241.84,1713575.0,173.29,175.34,171.73,175.0,2030367.0,684.99,691.22,674.0,687.84,329512.0,106.73,107.24,104.99,106.76,2053978.0,243.94,250.16,241.96,247.95,666350.0
2021-03-30 00:00:00-04:00,240.13,240.6699,235.63,237.23,1401524.0,173.85,173.85,170.75,171.0,1639418.0,680.2,687.725,673.26,675.9,205593.0,106.48,107.03,105.77,106.78,1770167.0,248.29,248.88,245.93,247.04,498408.0
2021-03-31 00:00:00-04:00,236.4,240.89,235.7,239.03,1351926.0,171.026,172.883,169.81,172.2,1539170.0,676.32,686.662,665.0,679.99,237827.0,106.45,107.335,105.2,105.99,2541376.0,247.0,249.97,244.56,246.83,671752.0
2021-04-01 00:00:00-04:00,240.06,240.5,237.01,240.05,1201414.0,173.01,174.59,171.68,174.58,1423966.0,685.7,686.065,673.31,677.99,582354.0,106.8,108.61,105.86,108.55,2011819.0,248.28,252.12,247.41,252.12,621100.0
2021-04-05 00:00:00-04:00,240.78,244.9399,240.33,244.57,1283303.0,175.0,177.71,174.49,177.34,1257721.0,686.2,690.7,682.38,690.52,303671.0,109.0,109.24,107.765,108.4,2526848.0,251.65,255.59,250.58,255.3,924304.0
2021-04-06 00:00:00-04:00,244.09,244.13,241.18,243.58,1066974.0,177.44,177.44,174.885,176.69,1027023.0,687.23,691.81,682.365,688.72,258039.0,108.03,109.38,107.92,109.37,1845421.0,254.31,255.36,252.0,255.14,446790.0
2021-04-07 00:00:00-04:00,243.62,245.87,240.95,244.71,1488741.0,176.59,177.29,174.89,176.24,1276787.0,688.88,689.34,680.6747,684.0,268820.0,109.31,109.78,108.69,109.64,2180065.0,255.54,256.33,253.86,255.71,462613.0
2021-04-08 00:00:00-04:00,245.27,246.14,240.76,240.94,1191876.0,177.31,178.12,175.68,175.74,1166576.0,693.99,699.18,685.4023,688.21,269544.0,109.43,110.32,108.23,108.45,1609291.0,255.6,259.08,255.6,256.77,412796.0
2021-04-09 00:00:00-04:00,240.9,241.45,239.4,240.39,1336208.0,175.3,176.61,174.38,175.24,903702.0,685.99,691.69,683.04,687.46,246421.0,108.56,109.94,108.32,109.52,1418634.0,257.79,259.44,257.42,257.89,371139.0
2021-04-12 00:00:00-04:00,240.8,241.52,238.8,241.5,1230939.0,175.5,177.62,174.78,177.61,1122670.0,688.12,692.55,679.03,692.05,275621.0,109.58,109.89,108.34,109.84,1377197.0,258.88,261.3,257.62,260.98,387720.0
2021-04-13 00:00:00-04:00,241.5,243.41,240.82,243.01,1867845.0,177.23,179.33,176.61,177.12,1115082.0,694.5,707.49,692.66,705.53,304566.0,110.2,110.88,109.64,110.78,1426972.0,261.58,267.27,261.17,266.94,567368.0
2021-04-14 00:00:00-04:00,243.14,244.4,240.86,241.87,1092560.0,177.12,178.6603,175.35,175.76,1123988.0,707.05,708.88,692.69,693.37,290285.0,110.62,111.25,109.52,109.7,1250230.0,266.24,266.24,262.81,263.69,399710.0
2021-04-15 00:00:00-04:00,242.03,247.26,242.03,247.16,1629480.0,176.71,179.64,176.59,179.48,1693247.0,698.25,720.38,697.395,718.85,307654.0,110.64,112.5,110.01,112.37,1918067.0,265.57,268.26,264.96,267.76,453798.0
2021-04-16 00:00:00-04:00,248.39,250.02,245.7,248.62,1408699.0,180.0,180.34,178.29,179.67,1123693.0,720.95,720.95,707.71,708.14,297004.0,112.7,113.03,112.12,112.59,1699895.0,268.6,268.74,266.61,266.82,481176.0
2021-04-19 00:00:00-04:00,248.64,249.22,246.365,248.55,912498.0,180.4,180.955,178.67,180.75,1144726.0,709.0,719.63,706.055,717.6,164457.0,112.0,113.0,110.69,112.35,1647592.0,266.8,270.52,265.59,270.39,304795.0
2021-04-20 00:00:00-04:00,247.74,253.85,247.74,252.75,1507418.0,180.1,184.51,180.08,182.99,1245932.0,714.31,728.98,714.17,726.53,231214.0,112.38,115.7,111.51,114.75,2758504.0,270.5,276.29,270.145,273.37,733561.0
2021-04-21 00:00:00-04:00,254.07,255.03,251.07,252.18,799490.0,183.96,184.675,181.79,183.0,1073265.0,728.29,735.77,724.14,726.07,367636.0,115.03,115.855,114.55,114.68,1898223.0,274.22,275.71,272.19,273.46,408358.0
2021-04-22 00:00:00-04:00,250.73,254.02,250.09,251.62,988701.0,183.5,185.97,181.7,184.25,1460435.0,710.51,724.73,710.01,717.22,210640.0,114.43,115.08,113.68,114.7,1514018.0,273.63,276.99,272.44,276.55,371156.0
2021-04-23 00:00:00-04:00,251.67,255.28,251.24,254.03,1261295.0,185.15,188.13,184.68,187.19,1047382.0,716.0,722.93,715.14,718.1,279440.0,115.09,115.39,114.135,114.87,1322832.0,276.83,277.74,275.11,277.0,342462.0
2021-04-26 00:00:00-04:00,254.1,254.9643,252.24,253.04,1121629.0,187.43,187.445,184.615,186.09,1205858.0,718.01,720.0,710.0,716.62,181832.0,115.23,115.99,114.71,115.22,1142712.0,277.75,278.78,274.2675,275.15,432645.0
